No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,channels,model,fail_time
225,0,0,6.362008333,1.253921859,6.362008333,1.253921859,0:1 1:1 2:1 3:2 4:3 5:3 6:3 7:8 8:9 9:10 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:3 operator:-1  from:1 to:7 operator:-1  from:2 to:3 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,84
229,1.19E-07,2.74E-09,6.486545086,0.996413879,6.486545086,0.996413879,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:5 8:6 9:8 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:8 operator:9  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,86
234,5.96E-08,6.90E-10,5.829808235,1.021929637,5.829808235,1.021929637,0:1 1:1 2:1 3:1 4:2 5:2 6:4 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:12  from:1 to:4 operator:-1  from:1 to:6 operator:17  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,88
236,1.19E-07,5.75E-09,6.351789951,0.943295038,6.351789951,0.943295038,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:3 8:5 9:7 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:7 operator:-1  from:2 to:8 operator:16  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:5 to:9 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,89
241,0,0,6.176107407,1.12147815,6.176107407,1.12147815,0:1 1:1 2:2 3:2 4:2 5:2 6:2 7:4 8:4 9:8 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,92
242,1.79E-07,2.93E-09,5.678021669,0.518424444,5.678021669,0.518424445,0:1 1:1 2:1 3:1 4:1 5:3 6:4 7:4 8:4 9:10 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:10  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,92
243,0,0,6.049790025,1.046227041,6.049790025,1.046227041,0:1 1:1 2:2 3:2 4:2 5:2 6:2 7:5 8:5 9:10 ,from:0 to:1 operator:-1  from:0 to:2 operator:-1  from:0 to:7 operator:8  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,92
250,1.19E-07,1.13E-09,6.507205486,1.027142257,6.507205486,1.027142257,0:1 1:1 2:1 3:1 4:3 5:3 6:3 7:7 8:8 9:10 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:-1  from:3 to:4 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,96
264,1.19E-07,5.95E-09,6.057619333,0.943711313,6.057619333,0.943711313,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:3 8:4 9:6 ,from:0 to:1 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:2 to:7 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:16  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:8 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,106
268,0,0,6.416283846,1.055622178,6.416283846,1.055622178,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:4 8:4 9:6 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:2 to:3 operator:-1  from:2 to:4 operator:12  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,108
274,0,0,6.59568119,1.253771821,6.59568119,1.253771821,0:1 1:1 2:1 3:1 4:2 5:3 6:3 7:7 8:10 9:11 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:5 operator:-1  from:2 to:3 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,112
284,1.19E-07,9.31E-10,6.28225255,1.047364862,6.28225255,1.047364862,0:1 1:1 2:1 3:1 4:4 5:4 6:4 7:9 8:10 9:12 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:-1  from:3 to:4 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,117
287,5.96E-08,1.06E-09,5.673848867,1.010506872,5.673848867,1.010506872,0:1 1:1 2:1 3:1 4:1 5:4 6:6 7:6 8:6 9:8 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:12  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:17  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,118
289,5.96E-08,1.36E-09,6.812986612,1.056523753,6.812986612,1.056523753,0:1 1:1 2:1 3:1 4:1 5:3 6:6 7:6 8:6 9:9 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:6 operator:13  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:2 to:9 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:13  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,119
295,1.19E-07,4.59E-09,6.263649702,0.925577648,6.263649702,0.925577648,0:1 1:1 2:1 3:1 4:2 5:4 6:5 7:10 8:11 9:23 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:5 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:5 operator:9  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,122
301,5.96E-08,3.21E-09,5.443669319,0.93734512,5.443669319,0.93734512,0:1 1:1 2:1 3:1 4:1 5:1 6:3 7:4 8:4 9:5 ,from:0 to:1 operator:-1  from:0 to:6 operator:13  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:3 to:6 operator:12  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,125
305,0,0,6.09143734,1.127628186,6.09143734,1.127628186,0:1 1:1 2:1 3:1 4:1 5:2 6:2 7:3 8:3 9:6 ,from:0 to:1 operator:-1  from:0 to:5 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:3 to:4 operator:-1  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,128
307,5.96E-08,4.04E-10,6.726342201,1.0426479,6.726342201,1.0426479,0:1 1:1 2:1 3:1 4:2 5:4 6:5 7:6 8:7 9:10 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:5 operator:-1  from:3 to:8 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,129
313,1.19E-07,2.26E-09,6.40862751,0.958433814,6.40862751,0.958433814,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:6 8:9 9:18 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:12  from:3 to:9 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,134
316,1.19E-07,1.99E-09,6.356816053,0.968053207,6.356816053,0.968053207,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:6 8:7 9:17 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,136
319,1.19E-07,2.32E-09,6.642961502,0.954748037,6.642961502,0.954748037,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:7 8:10 9:19 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:12  from:3 to:7 operator:-1  from:4 to:5 operator:-1  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:12  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,138
327,1.19E-07,9.38E-10,6.226638079,1.051354038,6.226638079,1.051354038,0:1 1:1 2:1 3:1 4:4 5:4 6:4 7:9 8:10 9:16 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:2 to:4 operator:-1  from:3 to:4 operator:13  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:6 to:9 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,144
330,5.96E-08,1.28E-09,6.319005966,1.059206826,6.319005966,1.059206826,0:1 1:1 2:1 3:1 4:1 5:3 6:6 7:6 8:7 9:10 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:6 operator:13  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:2 to:9 operator:-1  from:3 to:4 operator:-1  from:3 to:8 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:13  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,145
360,1.19E-07,1.56E-09,6.645274878,0.998412498,6.645274878,0.998412498,0:1 1:1 2:1 3:1 4:3 5:3 6:4 7:8 8:9 9:19 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:4 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,169
368,1.19E-07,2.23E-09,6.339940786,0.964116137,6.339940786,0.964116137,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:6 8:9 9:19 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:12  from:4 to:5 operator:-1  from:4 to:8 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:5 to:9 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,176
384,0,0,5.857388973,1.058850336,5.857388973,1.058850336,0:1 1:1 2:1 3:1 4:2 5:2 6:3 7:5 8:5 9:7 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:2 to:3 operator:-1  from:2 to:4 operator:12  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:7 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,189
391,0,0,6.12225914,1.12754001,6.12225914,1.12754001,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:3 8:3 9:8 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:2 to:9 operator:-1  from:3 to:4 operator:12  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:6 to:9 operator:12  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,195
405,0,0,5.849720716,1.110943853,5.849720716,1.110943853,0:1 1:1 2:1 3:1 4:1 5:2 6:4 7:6 8:6 9:7 ,from:0 to:1 operator:12  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:5 operator:12  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,208
417,5.96E-08,1.18E-09,5.683410168,1.065684369,5.683410168,1.065684369,0:1 1:1 2:1 3:1 4:1 5:4 6:7 7:7 8:7 9:10 ,from:0 to:1 operator:-1  from:0 to:5 operator:12  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:5 operator:-1  from:1 to:6 operator:13  from:2 to:3 operator:-1  from:2 to:5 operator:-1  from:2 to:6 operator:12  from:2 to:9 operator:-1  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:6 operator:13  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,219
426,0,0,6.665031195,0.630215697,6.665031195,0.630215697,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:6 8:7 9:8 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:7 operator:12  from:0 to:8 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:7 operator:12  from:2 to:3 operator:4  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,226
429,5.96E-08,4.73E-10,6.550109148,1.050135072,6.550109148,1.050135072,0:1 1:1 2:1 3:1 4:2 5:3 6:4 7:5 8:6 9:9 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:5 operator:12  from:0 to:7 operator:8  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:3 to:8 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,228
483,0,0,6.780103564,1.093519253,6.780103564,1.093519253,0:1 1:1 2:1 3:1 4:1 5:2 6:3 7:4 8:6 9:8 ,from:0 to:1 operator:-1  from:1 to:2 operator:-1  from:1 to:8 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:2 to:7 operator:-1  from:2 to:8 operator:8  from:2 to:9 operator:-1  from:3 to:4 operator:12  from:3 to:5 operator:12  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,278
491,1.19E-07,2.02E-09,6.442755938,0.498132289,6.442755938,0.498132289,0:1 1:1 2:1 3:1 4:2 5:2 6:4 7:7 8:8 9:17 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:6 operator:9  from:0 to:8 operator:-1  from:0 to:9 operator:13  from:1 to:2 operator:-1  from:1 to:7 operator:8  from:1 to:9 operator:-1  from:2 to:3 operator:13  from:3 to:4 operator:13  from:3 to:6 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:7 to:9 operator:-1  from:8 to:9 operator:-1  ,285
523,1.19E-07,2.45E-09,5.871266603,0.586331614,5.871266603,0.586331614,0:1 1:1 2:1 3:2 4:3 5:3 6:4 7:4 8:4 9:7 ,from:0 to:1 operator:-1  from:0 to:3 operator:9  from:1 to:2 operator:12  from:1 to:4 operator:-1  from:2 to:3 operator:-1  from:2 to:6 operator:12  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:4 to:9 operator:12  from:5 to:6 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,316
551,5.96E-08,1.56E-09,6.645863056,1.033809758,6.645863056,1.033809758,0:1 1:1 2:1 3:1 4:2 5:2 6:2 7:4 8:4 9:8 ,from:0 to:1 operator:-1  from:0 to:4 operator:-1  from:0 to:9 operator:-1  from:1 to:2 operator:-1  from:1 to:9 operator:12  from:2 to:3 operator:13  from:3 to:4 operator:-1  from:4 to:5 operator:-1  from:5 to:6 operator:-1  from:5 to:7 operator:12  from:5 to:9 operator:-1  from:6 to:7 operator:-1  from:7 to:8 operator:-1  from:8 to:9 operator:-1  ,343
