No,torch_tf_max_diff,torch_tf_mean_diff,tfjschrome_torch_max_diff,tfjschrome_torch_mean_diff,tfjschrome_tf_max_diff,tfjschrome_tf_mean_diff,tfjschrome_tfjsmsedge_max_diff,tfjschrome_tfjsmsedge_mean_diff,tfjsmsedge_torch_max_diff,tfjsmsedge_torch_mean_diff,tfjsmsedge_tf_max_diff,tfjsmsedge_tf_mean_diff,avg_max_diff,avg_mean_diff,channels,model,fail_time
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,102
163,5.9604645e-08,7.761022e-11,5.960464477539063e-08,1.3797371475784866e-10,1.1920928955078125e-07,1.4659707193021422e-10,0.0,0.0,5.960464477539063e-08,1.3797371475784866e-10,1.1920928955078125e-07,1.4659707193021422e-10,6.953875223795573e-08,1.0779196504006338e-10,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:4  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:13  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,102
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,109
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,110
181,5.9604645e-08,4.0616013e-09,1.1920928955078125e-07,9.192498745741667e-09,1.1920928955078125e-07,9.994470962771662e-09,0.0,0.0,1.1920928955078125e-07,9.192498745741667e-09,1.1920928955078125e-07,9.994470962771662e-09,8.940696716308594e-08,7.072590115759012e-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:13  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,117
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,117
184,0.0,0.0,1.7881393432617188e-07,1.4177268939066481e-08,1.7881393432617188e-07,1.4177268939066481e-08,0.0,0.0,1.7881393432617188e-07,1.4177268939066481e-08,1.7881393432617188e-07,1.4177268939066481e-08,1.1920928955078125e-07,9.45151262604432e-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:5  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,118
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,119
188,0.0,0.0,1.7881393432617188e-07,1.4779029950457495e-08,1.7881393432617188e-07,1.4779029950457495e-08,0.0,0.0,1.7881393432617188e-07,1.4779029950457495e-08,1.7881393432617188e-07,1.4779029950457495e-08,1.1920928955078125e-07,9.85268663363833e-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:5  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,120
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:12  from:4 to:5 operator:19  from:5 to:6 operator:19  ,123
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,123
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,123
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,127
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,129
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,132
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,132
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,133
210,5.9604645e-08,4.0702246e-09,1.1920928955078125e-07,9.235615531603495e-09,1.1920928955078125e-07,1.0270418392287361e-08,0.0,0.0,1.1920928955078125e-07,9.235615531603495e-09,1.1920928955078125e-07,1.0270418392287361e-08,8.940696716308594e-08,7.1803820749309985e-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:13  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,133
211,5.9604645e-08,4.027108e-09,1.1920928955078125e-07,9.718523533255966e-09,1.1920928955078125e-07,1.050324903594123e-08,0.0,0.0,1.1920928955078125e-07,9.718523533255966e-09,1.1920928955078125e-07,1.050324903594123e-08,8.940696716308594e-08,7.411775519802389e-09,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:13  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,133
212,0.0,0.0,1.1920928955078125e-07,1.86593680424536e-08,1.1920928955078125e-07,1.86593680424536e-08,0.0,0.0,1.1920928955078125e-07,1.86593680424536e-08,1.1920928955078125e-07,1.86593680424536e-08,7.947285970052083e-08,1.2439578694969067e-08,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:5  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:4  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,133
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,133
214,5.9604645e-08,2.0437356e-09,5.279110431671143,1.0025801000670325,5.279110431671143,1.002580099885942,0.0,0.0,5.279110431671143,1.0025801000670325,5.279110431671143,1.002580099885942,3.519406964381536,0.6683867336582807,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 8:1 9:1 10:2 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:13  from:2 to:4 operator:19  from:3 to:7 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:10 operator:19  from:7 to:8 operator:19  from:8 to:9 operator:19  from:9 to:10 operator:19  ,133
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,134
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,134
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,134
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,134
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 7:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  from:6 to:7 operator:19  ,138
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:1 1:1 2:1 3:1 4:1 5:1 6:1 ,from:0 to:1 operator:19  from:1 to:2 operator:19  from:2 to:3 operator:19  from:3 to:4 operator:19  from:4 to:5 operator:19  from:5 to:6 operator:19  ,138
